情景编号,气候因子,农资通胀因子,市场景气因子,作物组因子加权均值,是否优化代表情景,气候因子标准分数,农资通胀因子标准分数,市场景气因子标准分数,作物组因子加权均值标准分数
21,-0.56548174975984,-0.08126978882089061,-0.1082189063224933,-0.22992716756622553,否,-1.201506741730873,-0.12138884963183165,-0.2128211314077174,-1.1232609758277081
22,0.2769983449660342,1.0904677247461256,0.05870495590188992,0.23780751597800648,否,0.5937948936371773,1.6153315383325761,0.11338402514929455,1.1658129780241022
23,-0.5392317937364116,0.26741263396745324,-0.326728154297881,0.13415600562033572,否,-1.1455688159896904,0.39541962118163404,-0.6398352352939041,0.6585468269675323
24,-0.23957933788482916,0.05148247512902263,-0.012909844261524707,0.41245367234402697,否,-0.5070177719944708,0.07537327557178425,-0.026566709202293832,2.0205239535893393
25,0.7137191925900629,0.11354709518458793,-0.3895128346513314,-0.08656204442725583,否,1.5244348658419238,0.1673639217478487,-0.7625300148847849,-0.42163806691392264
26,0.9115815289741522,0.5787991802058036,0.16588345215617248,-0.20720690130218097,否,1.946073998103774,0.8569490653859779,0.32283387662215546,-1.0120689441923545
27,0.20265903347785105,0.12883070200728117,0.2591222264326533,0.01330335152818867,否,0.43537988974287667,0.1900169061093374,0.5050425108745714,0.0670989988099796
28,-0.6690692093621289,-0.04371687272769975,-0.34650149930741053,-0.3914162600156838,否,-1.4222487352709365,-0.06572884536345147,-0.6784766075850563,-1.9135818315661401
29,-0.026740048133371146,0.16318262185076196,0.1621553223303893,0.33045406713957914,是,-0.05346316892020134,0.24093247283577562,0.3155483084758247,1.619221319631722
30,0.7893714258790266,1.1720586214389503,-0.3202794791524224,-0.07541877302062479,否,1.6856476695546507,1.7362635492292489,-0.627233136005176,-0.3671033632987511
31,-0.12685924128471374,-0.2879703174038658,-1.5459809953882322,-0.23096818983369394,否,-0.26681438317627243,-0.42775526534916997,-3.022517726643317,-1.1283556952096125
32,0.4619095678716066,-1.0636784720214254,0.1719799757819548,-0.07851162019007442,否,0.9878355635099735,-1.5774907237057416,0.3347477960420678,-0.38223962782629267
33,0.5082682946066026,0.21549855128564113,0.2642372259920049,-0.021031400000432774,否,1.0866247200039314,0.3184738506724129,0.5150383209990965,-0.10093383732822084
34,0.5064404682106949,-1.0724222372375523,0.7769932082782972,0.025904545862405124,否,1.0827296728232503,-1.5904505164431046,1.5170738792969538,0.12876871617904043
35,-0.4780086885473385,0.3651759656948816,0.6854225146483188,0.2194165723631115,是,-1.0151040826905413,0.5403220156517772,1.3381250336762591,1.0758084701338244
36,-0.674305457823708,0.35271143604551974,0.2679884731972243,-0.20502892850196155,否,-1.433407035016078,0.5218473978147717,0.5223690654807798,-1.001410036515459
37,0.6068453347538693,0.5673861077204909,-0.5540370885480268,0.07696672908135986,是,1.2966896491269322,0.8400328913751127,-1.084045820262295,0.3786649025119166
38,-0.33332746225334287,-1.5234727637492564,-0.4674761222408938,-0.04011749081515175,否,-0.7067924159832328,-2.258986460991196,-0.9148870601565159,-0.1943403665036266
39,0.40765486127163425,-1.1833066542200854,0.4702534633293846,-0.33743344609652887,否,0.8722202936714175,-1.75480065924503,0.9176383930222911,-1.6493922008942874
40,-0.759073658962204,0.7624609411912218,0.03581077885488163,-0.4365841472103035,是,-1.6140457125158323,1.1291679890780364,0.06864387530885802,-2.134631579992468
41,0.26457582908573135,-1.770611825982278,0.8837320244576742,0.21108352656807797,否,0.5673228580188759,-2.625289872013587,1.7256645012638692,1.0350268929774626
42,0.6677012661718671,-0.8407188438604916,0.448631768852482,-0.13686084526253078,是,1.4263719453384844,-1.2470254723703276,0.8753849480212107,-0.6677982918293781
43,-0.44546769119484636,-0.46749525462513714,-0.7096762147704502,0.07628239576465103,否,-0.9457601229588333,-0.6938426910824933,-1.3881981736719917,0.3753158039178991
44,-0.25137038272372547,0.5169602184863085,-0.14393333602009087,0.06984820187980868,否,-0.5321441603975777,0.7652928844194246,-0.282614814441415,0.3438271284914329
45,-0.44787055749422583,-0.9552762711341634,0.6011606912660811,-0.20293757187664682,否,-0.9508805641702668,-1.4168196602625263,1.1734592937281028,-0.9911750247713049
46,-0.26379497250702155,0.46466408767296413,0.6588008950020665,-0.01748929814250766,是,-0.5586206154454403,0.6877808516103852,1.2861006586780723,-0.08359893916880366
47,-0.22485892228801355,0.26836789584234155,0.10710788191917489,-0.18721886695883375,否,-0.47564897603157114,0.39683548672724867,0.20797376114558702,-0.9142483411587016
48,-0.38116101848324363,0.03286290447482941,0.45673451099232937,0.37660157516882187,否,-0.8087243930858523,0.04777580805378993,0.8912194502490408,1.8450652913989285
49,-0.15217020071502244,-0.3972370266241425,0.1516149770589005,0.24661576725452589,是,-0.320751333310095,-0.589707681680833,0.2949502050433203,1.2089201909065863
50,-0.43903042782853074,-0.923076173546462,-0.6138139144305803,0.1141597362784198,否,-0.9320424938763306,-1.3690934713102203,-1.2008626047870135,0.5606859221957428
51,0.5447057977732208,-0.30314629782869734,0.9258044251505636,-0.20124921721782574,否,1.1642720251845284,-0.4502487285232892,1.8078830281531217,-0.9829122877745814
52,0.44215527586359205,0.27716163760704093,0.43058413776271526,-0.1666464649337496,否,0.945739717009213,0.4098693534699422,0.8401159921830885,-0.8135678671623039
53,-0.7142756370084077,0.16779268430269312,-0.6648765648311541,-0.013592377111559377,是,-1.5185823744756934,0.24776539348340845,-1.3006500147245126,-0.0645275708354406
54,0.9941992861830578,-0.682733905975191,0.4127473149641104,-0.22559574284134606,否,2.122130139437119,-1.0128641013808177,0.8052590011216353,-1.1020631646120391
55,0.09130158911223323,-0.4007489224301049,-0.44318898836389486,-0.20120734862838763,否,0.19808027491334138,-0.594912926862456,-0.86742477284125,-0.9827073846512101
56,0.2433073258064676,-0.240516959985251,0.8532276517057771,0.1879022600582183,否,0.5220002694400715,-0.357421071596691,1.6660523909483884,0.9215787454444841
57,0.6321778490807931,-0.0960869008086198,0.7688870746660054,0.027567444667228352,否,1.350672532145562,-0.14335040687642636,1.5012327494019648,0.13690687329231807
58,-0.1504146953289062,0.10453689607706933,0.4723475654617336,0.07826566923613316,否,-0.31701040018856247,0.15400922728047617,0.9217307193369736,0.38502186123341503
59,0.10767726983365926,-0.9929718030243613,0.2532288638864978,0.12866414852337513,否,0.2329763947902236,-1.472691046141071,0.4935256119339533,0.6316699083185439
60,-0.17463631316659886,0.56208334370206,-1.0819696214298442,-0.11832169428637426,否,-0.3686259937052481,0.8321732655828672,-2.115739625122611,-0.5770684633195942
61,-0.8400976819001063,-0.11404745978186567,-0.35660058380062315,-0.11741645067502864,否,-1.7867056504718084,-0.16997110356566758,-0.6982123924769883,-0.5726382389947263
62,-0.015550242520573703,-0.7988287859959563,0.4964383633848727,0.04166618499913033,是,-0.02961800457522959,-1.1849370637429748,0.9688093239377782,0.20590551806103533
63,0.4394401687441264,0.7528194030958515,-0.2748904698251319,-0.15428889148703093,否,0.9399538992999387,1.1148775395638009,-0.5385332419560335,-0.7530904202144993
64,0.35674929162217284,-0.5646304492461737,0.1504757299023814,0.19445289096702803,是,0.7637419414668387,-0.8378140762553521,0.2927238708805635,0.9536372587901915
65,-0.5528350708169186,1.0893471634428402,0.17962271805811597,-0.19969405765688744,否,-1.1745570208646618,1.613670670058883,0.3496833595229124,-0.9753014020090599
66,-0.2232369842958146,0.19503879638543703,0.04856760228468141,-0.08523675299865298,是,-0.47219267130925263,0.2881489075375212,0.09357345415178112,-0.41515214616181967
67,1.1046559268209273,-0.035639192626620186,-0.34908780499613024,-0.008346171742111925,是,2.357510166592481,-0.053756307524073906,-0.6835308055939607,-0.038852861453697624
68,0.5278311093054638,0.9197325873092311,-0.019945579339384043,0.22048506931925654,否,1.1283125336877613,1.3622721366361221,-0.040316049961505625,1.0810376494915495
69,0.3232697304240841,0.6847098232421688,-0.13332498230137266,0.4009370826517614,否,0.692397928300699,1.0139272033511375,-0.2618838078644467,1.9641622459177928
70,-0.5869181732237878,-0.3454097877316387,0.021987993310138343,0.3276459743492732,是,-1.2471871635499663,-0.5128906288901397,0.041631177048762694,1.6054786311109965
71,-0.4632061632651668,-0.22601091065541196,-0.40896088386317686,0.08458170436773091,否,-0.9835603132732866,-0.33592056373699447,-0.8005356891684932,0.4159322726696586
72,-0.2774285761171928,-0.48436885337187324,0.2548632217261049,-0.09212904055575774,是,-0.5876734453111291,-0.7188523221837264,0.4967194989422863,-0.448882712836663
73,0.4892461935843454,-0.4096226379716758,-0.09758560484060305,-0.018636721218548664,否,1.0460891521167086,-0.6080653287610075,-0.19204137153159326,-0.08921437965209553
74,0.3003613589959379,0.8510119791836209,-0.16729875771675265,-0.33898505297206516,否,0.6435808263346857,1.2604161494178432,-0.32827587776101746,-1.6569856999662278
75,0.051695918136743076,-0.1353168327704158,-0.3459182433775339,0.06239173288015566,否,0.11368169230317036,-0.20149604262474446,-0.6773367999543027,0.30733548146309125
76,0.7900873172897843,0.45293690758305477,0.308026590685147,0.21817896075094687,否,1.6871732142274865,0.6703991150698566,0.6006121651152672,1.0697516507315858
77,-1.2421374427970708,0.031108882319144455,-0.15198136075741134,-0.053539360400273565,否,-2.6434411920470122,0.045176039758034046,-0.29834238708698035,-0.2600264341830458
78,0.5148037711163057,0.08668340799531107,-0.2939937376102514,-0.10352157105324629,是,1.1005516385616894,0.12754722842078384,-0.5758651391189374,-0.5046372800042211
79,-0.3729531712682858,0.038832817078823655,-0.02867937664503084,0.12862231757812878,否,-0.7912336990978127,0.0566242649937405,-0.057383769815698864,0.6314651894242707
80,0.21661044208076455,0.4216258394987498,-0.5312057943182786,0.36770242726746544,否,0.46510995320348375,0.6239906236787991,-1.0394285569820885,1.8015132342409872
81,0.07319918001714279,-0.8596456108906997,0.3894077962775399,-0.23495990309872822,是,0.1595045449275879,-1.2750782587657639,0.7596485578592824,-1.1478909727669602
82,-0.03357872158711957,1.3574320404036269,-0.11365124125765218,0.1035410635737446,否,-0.06803619172765113,2.0110194500816188,-0.22343708316188654,0.5087185826592242
83,-0.9132028758925322,-0.3380271932826746,0.7353512462093625,-0.31271407338287965,否,-1.9424907843285386,-0.5019483298281616,1.4356965221292992,-1.5284166260115268
84,0.39566607284916194,-0.18789616201614726,0.6610725847905491,0.13251796940782554,否,0.846672519194978,-0.2794278251521905,1.2905400294979543,0.6505303463398593
85,-0.6278757963491087,-0.4417231251998633,0.39954457118109865,0.09369997491168171,否,-1.334466718566162,-0.6556438776998998,0.7794579979257582,0.4605567068642165
86,-0.22637735293181133,0.36385277317677517,0.9390808549379476,0.24226662463667487,否,-0.4788847094750896,0.5383608123986683,1.8338280296621938,1.1876356690646899
87,-0.1262657979961183,-0.7219177071456587,-0.022681591034955855,-0.2980899629508918,否,-0.2655497720439937,-1.0709413632101605,-0.04566280573148713,-1.4568468419740122
88,0.04663717389484837,1.0323206729383807,0.3315817357320493,0.35805417899591024,否,0.10290164911017675,1.5291474150069406,0.6466439886985192,1.7542951112415108
89,0.08663105814995628,-0.4675043018266901,0.23554488204125631,0.10217293487146581,否,0.18812750341511242,-0.693856100621071,0.4589673049938464,0.5020230180836558
90,-0.8246459536565176,0.23796466271518427,-0.4397658178971629,0.011457276538540975,否,-1.7537784476113023,0.3517725658762906,-0.860735160923928,0.058064385119074705
91,-0.08165251266912607,-1.1866928427015293,1.0226264701412728,-0.045745636058361405,否,-0.17048010261429444,-1.759819584136588,1.9970941446674793,-0.22188427363299357
92,-0.21333969111799997,-0.28255580526464297,0.3941198362755816,-0.10461585931266493,是,-0.4511018149921913,-0.41973000925367904,0.7688568982653887,-0.5099926809200999
93,0.06205637962438125,-0.7503675729791113,0.19434959702555496,0.022450481407542272,是,0.13575954739834223,-1.1131090513277802,0.3784628509338646,0.11186466938345101
94,0.2104673643167185,0.19282967637536788,-0.4451798878007624,-0.38206440660377605,是,0.4520192254521373,0.2848746044478576,-0.8713154188749467,-1.8678142525975947
95,0.415082935866067,-0.44676546600424377,0.2053962174892428,-0.1733563543445603,否,0.8880493139064417,-0.663117510639562,0.4000503250658693,-0.8464057849475056
96,-1.7124858370053222,-0.24000480916082068,-0.3896902721644918,-0.022248994873358192,否,-3.6457405301572687,-0.356661974300409,-0.762876765978297,-0.10689269564686744
97,-0.07046339919423358,-0.52207721036825,-0.009548481534189444,0.007255573717754641,否,-0.14663641319593573,-0.77474271711773,-0.019997882911650198,0.03750142746964879
98,0.7846097778095418,0.965449751500304,-0.08736644773404897,0.21803630756713016,否,1.6755007300367801,1.4300329876895705,-0.17207093890798703,1.0690535120239013
99,-0.419722612489758,0.32090732900378777,-0.053553185425802195,-0.06254230011705549,是,-0.8908980767321347,0.47470813626443376,-0.1059925461726328,-0.30408644413917
100,-0.1893795697630785,0.7756648326900363,-0.3740244696497542,-0.13864206427066503,否,-0.4000434632027595,1.1487384707780315,-0.7322624158559529,-0.6765155030627424
101,-0.15476141860058812,1.5135283894494804,-0.2300159598108744,-0.3824040170070248,否,-0.3262731465098059,2.2423816013619597,-0.4508387903087135,-1.8694762916891652
102,-0.19925997308672821,0.8555001337679992,0.4149742548290983,-0.0748129131887988,否,-0.4210983277106456,1.2670683812366377,0.809610920958746,-0.36413831065350133
103,0.7515249765053851,-0.305382817374894,0.49373951656268683,0.002971947204646013,否,1.6049979392183145,-0.4535636425283348,0.9635351963300003,0.016537538700731495
104,-0.08856978217340968,0.38285225721585475,-0.07649207049218297,-0.06252173215200882,否,-0.18522061141808124,0.5665213781477537,-0.1508200651061661,-0.3039857853795602
105,-0.5297779512969044,-0.5892364824900161,0.18849009284576934,0.2161771548658923,否,-1.125422940854585,-0.8742845306930704,0.36701211852902677,1.059954896560132
106,-0.16448024629444943,0.46769939116181686,-0.17994480325024723,0.34940173799366925,否,-0.3469836978473147,0.6922797034365954,-0.35298897275001007,1.711950427316449
107,0.3282448683808375,-1.194898749855621,-1.115749260140132,-0.09429874880744304,否,0.7029998088268464,-1.771982176945339,-2.1817523101101925,-0.45950117415912867
108,-0.2643482158870788,-0.8044829382974862,-0.3889460954809686,-0.11572816341815369,否,-0.5597995616914005,-1.1933175085653223,-0.7614224845572953,-0.5643758318603046
109,0.1814133087335186,-0.38073974366068075,0.7818962500184747,-0.08726655601028355,否,0.39010584158807693,-0.5652558165344815,1.5266554782196424,-0.4250859170982957
110,-0.1830694817327234,-0.6226589820071889,0.43059222884984655,0.2566150965605776,否,-0.3865968412218581,-0.9238225335786329,0.840131803908921,1.2578564897866018
111,-1.020558707615963,-0.15778134731822643,-0.6914208496657794,0.06926322463986401,否,-2.171263073983744,-0.2347923909699785,-1.3525232608547357,0.34096427437634597
112,-0.543015569089967,0.5050398298886162,1.4320132036660624,-0.23602876897024094,是,-1.1536319359644283,0.747624779003009,2.7971239410204087,-1.1531219575810456
113,0.14941438708974622,0.6623182973470135,0.6760989937856117,-0.2347560645360691,否,0.32191703010550893,0.9807390369832567,1.3199048670556615,-1.1468933953774925
114,-0.3839612285091114,-0.44538461464069495,0.5534372530778413,-0.15559597989276197,否,-0.8146915627202282,-0.6610708468705383,1.080197423207115,-0.759487256134959
115,0.05752862817339061,-0.2977209711376338,0.8954855199294747,-0.2884507366421037,否,0.12611103506506455,-0.44220744336629686,1.7486333613140697,-1.4096728720825034
116,0.4879895223878187,-0.17238972918474607,0.24775536973348888,-0.2010376264020213,是,1.0434112207704749,-0.25644457358681777,0.48282922620872926,-0.981876771182863
117,-0.35950174385735456,0.6666699471917136,-0.4598717944111332,0.15267931660348946,否,-0.7625690816426819,0.9871889448500499,-0.9000265667725115,0.7491991352148951
118,-0.5678636327652397,-0.6605521556893231,-0.37015807422525177,0.0927631040675273,否,-1.2065824681268074,-0.9799868592372863,-0.7247066469685438,0.45597170018644206
119,0.37379264101857945,1.349567532842617,-0.4613491871679436,0.2997447524867988,否,0.80006084470867,1.9993628713134555,-0.9029137102228811,1.4689312197407833
120,0.23525326278823203,0.8628574928494979,1.0621700640981804,0.0009525270079579849,否,0.5048372852953832,1.2779732770605463,2.074370838877923,0.006654580825781171
121,0.20006623447589725,0.5999175452401121,-0.160455427395819,-0.11705017639600776,否,0.42985470722814567,0.8882501841868147,-0.3149025373112814,-0.5708457080117353
122,-0.14378569086218382,-0.16759210147574002,-0.5485617665053407,-0.022356200836399664,是,-0.3028841761573096,-0.2493336483500478,-1.0733458624471948,-0.10741735714050804
123,0.0017058044293110086,0.4057877584366767,-0.21824145991012545,0.30772877908034907,否,0.007154151233621984,0.6005158113012382,-0.4278288830832187,1.508004711541029
124,-0.06134501706769112,-0.7146655058436552,-0.024303110786791125,-0.15858732413953183,否,-0.12720539465178954,-1.0601923296484803,-0.048831604352960946,-0.774126769609563
125,0.0978910176420668,0.07877092178758291,-0.9771131358714352,-0.2573645403134853,否,0.21212216372449524,0.11581953688804814,-1.9108274823540712,-1.2575383290527584
126,0.2657751013805318,-0.749580423072065,0.8752178266947459,0.07220358170752576,否,0.5698784739029609,-1.1119423571867093,1.7090259261841723,0.3553542587315945
127,-0.39533877827190456,-0.333063821978656,0.7145936881465247,-0.11459021450409913,否,-0.8389368046238606,-0.4945917435305313,1.3951317856836063,-0.5588067575290232
128,-0.005408240287151335,0.2339743836824229,-0.3089853595174081,-0.06950705838593182,是,-0.008005680071000096,0.3458582728971683,-0.6051619952190788,-0.3381716794425538
129,-0.1039509390182131,0.7528725810592939,0.021457256589093848,-0.036178315801660754,否,-0.217997428591801,1.114956358627142,0.04059400325664093,-0.17506220894917748
130,-0.14972316559953622,1.0253462397915822,0.7838404884974629,-0.18486304800518408,否,-0.3155367695807704,1.5188100825410147,1.5304549386980368,-0.9027190618546153
131,0.5746239100129513,0.3960399891691132,-0.9088499741314703,0.16658550961719976,否,1.22802668973668,0.586067908568642,-1.777426570910212,0.8172554614717227
132,0.408315527864053,1.0472179522441851,0.37795314777809036,0.2504273099750113,否,0.8736281557932976,1.5512277942693828,0.7372637091188088,1.2275737213639475
133,-0.7911727532161545,-0.3020948359084614,-0.2781847497804852,-0.25762797872095883,否,-1.6824479890428539,-0.44869027764764646,-0.5449709740708951,-1.2588275855868738
134,0.9295047198984371,-0.007374447805729252,0.5010157782802198,0.047299763659607495,否,1.9842678191552403,-0.011863001196773193,0.9777545779156424,0.23347601610697327
135,0.6480542038272771,0.32212826422921687,-0.5843966609227274,0.04856620995121338,否,1.3845046022662455,0.47651777628520225,-1.1433749594729647,0.239673951222882
136,-0.18851915353489426,-0.2659498569742659,-0.8305902669289545,-0.09483020880952729,否,-0.3982099401661601,-0.3951170830449876,-1.6244902579114975,-0.46210211715327815
137,0.4062536077974013,0.05957443689896025,-0.2437241910895247,-0.04719648347887367,否,0.8692342615151633,0.08736698134783084,-0.47762762487546273,-0.2289846601515692
138,-0.32934200185522394,-0.15794220815135235,0.14942963813384028,0.24785001782160793,否,-0.6982995107914899,-0.23503081492182779,0.2906795823972833,1.2149605614949417
139,-0.04106626167978146,-0.19605369266004355,-0.3873523995698279,-0.18421491561986908,否,-0.08399193128445764,-0.2915187154929552,-0.758308059709522,-0.899547129102846
140,0.22641221461624444,-0.03200548747072334,-0.5099470067297903,-0.024835487129009175,是,0.48599725769010005,-0.0483705195339922,-0.9978843101553929,-0.11955088043099878
141,-0.3252366520041579,0.13409141749553097,0.09334076299144531,0.1654739595778044,否,-0.6895511245120788,0.197814208609204,0.1810698474371788,0.8118155821275126
142,-0.029239481904724172,0.14633165598956538,-0.41034847715638045,-0.4317732702112381,否,-0.05878939272690656,0.215956387638211,-0.8032473451379585,-2.1110873494250466
143,0.35316514339901967,-0.13296563946396445,-0.1076931566532121,0.0033526382142692957,否,0.7561042213513005,-0.19801116200593685,-0.21179370338818634,0.018400624559558546
144,0.4952887615431783,1.2855872394109125,0.3685819617221359,0.09275820605589817,否,1.058965696270366,1.9045328613972186,0.7189503944508417,0.45594772952264406
145,0.6408779891362771,0.7337880058913192,0.26846011537041514,-0.24601107396334404,否,1.3692122884760942,1.0866696729094834,0.5232907558065033,-1.201974940186421
146,-0.576000604992949,-0.7084430230465307,1.1157437747298786,-0.1143410116176286,否,-1.2239221294894942,-1.0509695194094995,2.179065401003867,-0.5575871690385527
147,0.14815488500726715,-0.054848629937689804,-0.6840063208815597,-0.2518650468726721,否,0.31923306622009523,-0.08222806082477654,-1.338033675659291,-1.2306240384567437
148,0.7562675971477224,0.08138447797928403,-0.08872311540914835,-0.3966864002415606,否,1.615104331818473,0.11969328529215975,-0.17472215956304674,-1.9393736771329237
149,0.46072958209823717,-0.9279972099649224,0.20030448766990117,0.2261036694812451,否,0.9853210466663079,-1.376387309886608,0.39009998902205273,1.1085348433931417
150,-0.7804425090966259,-0.7125606365288155,0.16111164762806646,-0.17643829431660837,否,-1.6595821374502935,-1.0570725443631612,0.31350874346019997,-0.8614886701077268
151,0.7870284430477213,-0.9046784630705628,0.9672811089687443,-0.11227463699815983,是,1.6806548383471072,-1.3418248394661372,1.8889373960432445,-0.5474744181848327
152,0.14247095688438027,-0.019403755005426588,-0.04624135053602144,0.042072259932431966,否,0.3071207735757764,-0.029692543073607996,-0.09170364695141922,0.20789283177933687
153,-0.30038176262151745,0.23254218526311582,-0.06925162068332827,0.08896499112322567,否,-0.6365860469572606,0.3437355037909296,-0.13667066769846806,0.4373838944913228
154,0.5450120307088792,0.4956702198964236,0.04081796738450454,0.11424924316060603,否,1.164924599047855,0.7337373746037258,0.07842899947535074,0.5611239651288655
155,-0.12452374277674554,0.13622675240789253,-0.053434337221078154,0.06728233663768811,是,-0.261837500853469,0.20097914925033883,-0.10576029119894659,0.331269891447718
156,0.12751168486103528,0.8019364011118767,-0.20009403528398018,-0.00039019032174958786,否,0.2752429812153939,1.1876775402997675,-0.3923649091948074,8.337844341945972e-05
157,-1.038889555780206,0.36173432928194565,-0.5358694275798206,-0.3509449613187359,是,-2.2103256012683286,0.5352209072063279,-1.0485423002056955,-1.7155169905674945
158,-0.1602171611120011,0.6757639758852515,0.7560071679893066,0.03665801248260799,是,-0.33789918196655305,1.000667889458319,1.4760626394013676,0.18139573149336113
159,0.9491028444566589,0.560517501355075,0.4801771382593838,0.21163858209310113,否,2.026030877166683,0.8298524127494811,0.9370313898714163,1.037743311472761
160,0.1575958191686589,-1.3254558240731664,0.319589669273114,0.018291449101986174,否,0.33935143417377805,-1.965490646172671,0.6232089095878968,0.09151053944864064
161,-0.3958646861929411,0.3187312599852716,-0.36631314459012415,0.197804792091477,是,-0.8400574997674023,0.47148282053773144,-0.7171928268540085,0.9700413225250485
162,-0.24168254437256018,1.1179688718245608,-0.962556237920246,-0.11928792018014048,是,-0.5114996464869107,1.656093058955168,-1.8823801704366832,-0.5817971323808618
163,-0.34964759802879397,-1.4153146107764099,0.22874703847140632,-0.18206912288051194,否,-0.7415701711260763,-2.098677119336093,0.44568285544659003,-0.8890457092961999
164,-0.2966444135073681,1.2300970193247214,-0.4204640531087021,-0.4609085772831697,否,-0.6286218600066398,1.8222866283966668,-0.8230153578907177,-2.2536743221303244
165,-0.18635191827418618,1.5722208688997752,-0.08083213770731881,0.17767330847245902,否,-0.3935916221404476,2.3293741440613953,-0.15930149062864926,0.8715186847435152
166,-0.132623332193054,-0.6227591820099254,-0.562676344810401,0.14995561083353395,否,-0.2790975004854363,-0.9239710475466604,-1.1009287865683084,0.7358694332378737
167,-0.01866637349802344,0.28677745035855307,-0.19797780627284892,-0.4645321282034182,否,-0.03625839296524473,0.4241216735152064,-0.388229342196252,-2.2714078285898944
168,0.4591215557255713,-0.1835985546231981,0.15663765767482454,-0.1600421132698908,是,0.9818943872180496,-0.27305801767194676,0.3047656040810622,-0.7812464466910606
169,-0.2192412922737025,-0.25513797405249233,0.2938237055123575,-0.08923472564653047,否,-0.4636779628115296,-0.37909197734928746,0.5728566703668698,-0.43471805687667664
170,-0.6200773739688208,-0.1449469480944126,-0.25573574793983467,0.278877497327212,否,-1.317848497506379,-0.21576956158951657,-0.5011007924060692,1.36680774685175
171,-0.3679474426395321,-0.5901653272994771,0.5524094606118967,0.07806893864573018,否,-0.7805666307009809,-0.8756612415170971,1.0781888954999683,0.3840590699625069
172,0.2298042009419958,0.04410464039665835,0.37653406453434257,0.22426657689177157,否,0.4932254861502026,0.06443803124413378,0.7344905150078799,1.0995441891925315
173,0.35687843017682536,-0.23191544568621936,-0.56651030282268,0.1386215335235286,否,0.7640171321328356,-0.34467211965350375,-1.1084211657701946,0.6804009335220031
174,-0.1532911884240543,-0.39786852349652146,0.7698023937996288,0.03400755699065016,是,-0.32314012692059235,-0.5906436707402407,1.5030214800082689,0.1684245133093446
