训练情景编号,是否优化代表情景,销量相对中心路径偏差/%,亩产量相对基准偏差/%,成本相对中心路径偏差/%,可变价格相对中心路径偏差/%,销量扰动标准分数,亩产扰动标准分数,成本扰动标准分数,价格扰动标准分数
29,否,-0.11893200121458333,-0.023395787443703894,0.22649156233928908,-0.10284871627725592,-0.6587319515765067,-0.06589093836430303,0.9396130222522638,-0.4721442109147667
30,否,-0.15792088354122003,0.3995891758020003,-0.10413282379778971,0.13446470345030886,-0.8669105717195489,1.1170585721704065,-0.5544627558730542,0.3797143101501523
31,否,0.14451070419887405,0.028736992027357255,-0.14841042986134956,0.4504621970338193,0.7479033666730611,0.07990726090237517,-0.7545511386625547,1.514016608997366
32,否,0.09486129043318328,0.27796119500055805,-0.007138067686227462,-0.1434113502727317,0.4828035271326213,0.7769052030001316,-0.1161480949231079,-0.6177475461393447
33,否,-0.07324674780715501,0.5185197729578009,-0.3568473846550591,-0.3209560045665589,-0.41479849035117494,1.4496682484423535,-1.6964677621216802,-1.2550605426118933
34,否,-0.07889296392290662,-0.44457743531123894,0.15787925655479418,-0.43939358883952045,-0.4449460967934234,-1.243797170226466,0.6295572960196579,-1.6802032315213136
35,否,-0.009942260036886941,-0.23557849604937597,0.0815635359285079,0.45318745230997753,-0.0767882647060804,-0.6592960309779772,0.28469020678251045,1.5237991654652538
36,否,-0.09078485371484513,-0.23256538553141057,0.25480401181772383,0.3736506789363126,-0.5084420746221483,-0.6508693540931451,1.067555626484693,1.2382945437116786
37,否,-0.01893010501966208,0.2977604247460015,-0.25155779470156275,-0.08045914063311149,-0.12477828275528718,0.8322771220315215,-1.2206691440093314,-0.3917747534378677
38,否,-0.01903998037886967,0.276364762763162,-0.03106958883807994,0.18240565487894297,-0.1253649551424546,0.7724405082759069,-0.22429349370761273,0.5518027998332234
39,否,0.201108935374471,0.03573689892659409,-0.028948125257861602,-0.303931656741782,1.0501059681726947,0.09948369306843005,-0.21470670131636702,-1.1939500677944226
40,否,0.01922631332081651,-0.005238475935398965,-0.30696062645034466,0.20358426023432724,0.07895544967578365,-0.01511092340453081,-1.4710318892458183,0.6278253671914724
41,否,0.11534655472449776,0.4546943349623559,-0.1358316530706163,0.5497382110132244,0.5921832733306258,1.2711695376205285,-0.6977082483329602,1.870377064899107
42,否,-0.2969409590743433,-0.2700175988693191,0.08680502653608295,0.45445759427415416,-1.6091992901857106,-0.7556108491490461,0.30837625199395585,1.528358457798524
43,否,0.3987822309455486,-0.20861056277396064,-0.09983570402383203,0.05648773275856385,2.105569768503299,-0.5838756112460489,-0.5350442772635796,0.09980874473017486
44,否,-0.050944205133471,0.12648961890620994,-0.20269986242307053,-0.16101849080773922,-0.29571550355016885,0.3532891353607582,-0.9998824862571194,-0.6809500094199813
45,是,0.05804975556354666,0.13011859049610455,-0.1956317444173905,-0.16363687854705825,0.28625071317127004,0.3634381726529338,-0.9679419992513013,-0.6903489549568642
46,否,0.035632461985898665,0.1963286211529127,-0.03293362996118178,-0.06948916122395411,0.16655502132662467,0.5486058030976663,-0.23271700633472214,-0.3523969953392094
47,否,-0.08962316123336635,0.29529551818478356,-0.34257328430107464,-0.06951398833102485,-0.5022392926137095,0.825383590905185,-1.6319637857435552,-0.3524861145417217
48,否,-0.2739526515162477,0.40415287971711694,0.1463891902532804,0.021607044642396402,-1.486454706055924,1.1298217476534946,0.5776342362879776,-0.025398718996385652
49,否,0.1091782535821787,0.4840460092954895,0.48837509606428126,0.3429509452233295,0.5592480275937289,1.3532564953206903,2.123052178086798,1.1280950034250363
50,否,-0.07558170899464134,0.26954843486461955,0.15184922686371394,-0.08752426213707269,-0.42726586487158724,0.7533774860602896,0.602307880427294,-0.41713566207260716
51,否,0.04820422298807292,-0.23030601061357933,0.07045537990380692,-0.4733680235768609,0.23368112759135157,-0.6445506272224446,0.23449298131450885,-1.8021576147272533
52,是,0.19965483511328294,0.03660361476443376,-0.055267199572443436,0.035371986437874814,1.042341893701728,0.10190761156491228,-0.3336413385811255,0.024011815704526332
53,否,0.2782487666411094,-0.13372631289880044,-0.16811854698901,0.08136199489420534,1.4619891172360546,-0.3744490489946559,-0.8436111767829307,0.1890972147196681
54,是,0.16942130067266126,0.6115107882715752,0.3374822928783887,0.27017508946564933,0.880911888369264,1.7097334649584683,1.4411748218291085,0.8668593222480465
55,否,0.07497433099345716,0.17054486456466708,-0.046754234036979335,0.2905368615685748,0.37661839106437306,0.4764971352108274,-0.29517165473487966,0.9399497909192721
56,否,-0.268763617942351,-0.6572133860710997,0.2747100653994366,0.5952922463633272,-1.4587481962811688,-1.8384698317398405,1.157510129968205,2.0338974980310653
57,否,0.11704179625333856,0.31566373140697085,0.362834283293108,-0.49532021338872445,0.6012349060326526,0.8823467691627935,1.5557392532325227,-1.8809570352098295
58,否,-0.15893283559415813,0.03580524698453466,0.04883680866342421,0.056929816438063725,-0.8723138243767211,0.09967484005641371,0.13679969248813434,0.10139564508262028
59,否,-0.3647675912796146,-0.17461259502910872,0.013276213555535129,0.0002217717108515551,-1.9713552141013952,-0.48879450246539097,-0.023896934966292596,-0.10216313877908807
60,是,0.16355092784396918,-0.3528155925765721,0.008610438619427297,-0.41561642213265765,0.8495674116293548,-0.9871695442328614,-0.044981348610640924,-1.5948528872834082
61,否,0.15871199016185583,-0.19008327608999567,0.4651485345654309,-0.005555904628426808,0.8237302162673242,-0.5320608976776106,2.018092458236664,-0.12290264363818797
62,否,0.03572646256443828,1.0198547960853688,0.16789637866031656,0.25780712454031224,0.1670569313472578,2.851737049356606,0.6748241914209535,0.8224633655340289
63,否,-0.035475163003310294,0.04683777286629535,0.051815856597975635,0.4910717663850144,-0.21311955174491892,0.1305291782145512,0.15026186753484178,1.659788423032601
64,是,-0.15024982578133117,-0.3325411952058822,0.01712753820907098,0.49115249547569884,-0.8259514540379368,-0.9304687379866778,-0.006492983171402651,1.6600782075878797
65,否,-0.1091885991157913,-0.6576060403642503,0.27856934387590826,0.3618145375872131,-0.6067076850835019,-1.8395679563642424,1.1749500247082922,1.1958076170290908
66,是,0.07103832124266035,0.2698915021106442,-0.22390034476202325,0.333524290933084,0.3556023211004839,0.7543369320596256,-1.0956864513465854,1.0942571539199497
67,否,0.19988081812694594,-0.152482530546064,0.005891260530558286,0.10764030053819842,1.0435485154141946,-0.426904007003233,-0.05726918426140831,0.2834256290490484
68,是,0.25710291674177027,-0.5193802440003157,0.061358818581321785,-0.5734102564586383,1.3490822168300163,-1.4529959683264442,0.19338605603610018,-2.1612684844140055
69,是,-0.14208579695729595,0.08848059533236483,-0.13485093153862937,0.0006399645413727278,-0.7823601491844876,0.24699042562042098,-0.6932764146647077,-0.10066199684393463
70,否,0.052409542765751806,-0.10587499957696829,-0.03532276475771085,0.018874358522488623,0.25613516105769013,-0.29655810646800157,-0.24351339214242382,-0.0352079491668145
71,是,-0.12104821343974179,0.9364613499058781,0.44208894154020817,-0.2017506740831434,-0.670031330134541,2.6185130699913466,1.9138872609281736,-0.8271619575035085
72,是,-0.07048001093302883,0.03105900549469551,-0.06153690072276712,0.06254881853848815,-0.4000256774264771,0.08640116714803812,-0.36197381802775436,0.12156557405091556
73,否,0.20013966516412965,-0.13563084495512262,-0.12908883808185465,0.043006179271298794,1.0449306124586182,-0.3797753973511938,-0.667237790092435,0.05141545863407778
74,是,-0.46735796013427705,0.19026072997208537,0.006666517260351008,-0.11645649295257746,-2.5191298655829657,0.5316359116687647,-0.053765836201257314,-0.5209905868463451
75,是,-0.0836663555381288,-0.18543731655204024,-0.3662639122970071,0.03221486249749867,-0.47043331316280435,-0.5190676803319718,-1.7390205998849808,0.01267902662856543
76,是,-0.11724908083862347,-0.27663029128694233,-0.04449167511521972,0.4293442169569552,-0.6497461068748599,-0.7741043700504027,-0.28494725924766706,1.4382116616968388
77,否,-0.1438322731268902,0.36672090438742,0.09480885909072079,-0.15659700990359732,-0.791685345943217,1.025136851635357,0.34454518826563574,-0.6650786938060433
78,否,-0.007262915886929926,-0.20058058738160112,-0.2495311213005445,-0.15735301645586852,-0.062482079590193786,-0.5614184170538298,-1.2115107039014779,-0.6677924494135958
79,否,0.028797916531060178,-0.06695747721343336,-0.07037906148165791,0.1186418338877818,0.13006240709435835,-0.18771862508808085,-0.40193111933423337,0.32291665294218186
80,否,0.08369087599437787,-0.17439981339714905,-0.48629511020425037,-0.4803005528223748,0.4231598203750229,-0.48819942238158365,-2.2814358388450766,-1.827042571157877
81,是,0.10836461513128004,0.4015642118774775,0.01802802925090775,0.3107628281508655,0.5549036576119384,1.1225820970277591,-0.002423707248514921,1.0125527730838637
82,否,-0.10804623450057108,-0.19381604754410603,0.08401693496699542,0.13798594715771015,-0.6006081029691844,-0.5425002289736802,0.2957769996241019,0.3923541408868192
83,否,0.17258452115003195,0.165901221683885,-0.05563681605640857,-0.16655945923322787,0.8978016998973405,0.4635103967916457,-0.33531161778327484,-0.7008398292777156
84,否,0.3597589013690445,-0.4433439351721322,-0.017978463108672887,-0.31227045775413825,1.8972072194934313,-1.2403474769451632,-0.16513532304384662,-1.2238829671053644
85,是,0.43930246500910386,0.038193188676022616,-0.01734870356884035,-0.01397852140689835,2.3219249423847788,0.10635312581261498,-0.16228946982200643,-0.153136407412028
86,否,0.3674181515886941,-0.04011232584583855,-0.30032494057953474,0.32418191944166086,1.938103291576206,-0.11264158587881772,-1.4410455423623945,1.0607218453349612
87,否,-0.09027697938681897,-0.09308417203122925,0.21477969233590924,-0.2722855901810027,-0.5057303124349485,-0.2607863781577055,0.8866876422068023,-1.0803535780175901
88,是,0.1310227958274583,-0.3688127636820154,-0.009638267638047038,-0.012446021519660478,0.6758855506748117,-1.0319083585488957,-0.12744637885227628,-0.14763535699114033
89,否,0.07034611382736286,-0.4440028001974408,-0.25893679071951714,-0.2972922913146923,0.35190632429395413,-1.2421901052343975,-1.2540144738747994,-1.1701174500687879
90,否,-0.1296080945189904,-0.19203763131910118,-0.16984502479440483,0.22933634751826923,-0.7157362625493152,-0.5375265850248422,-0.8514130473607469,0.7202648719325752
91,否,0.08518598471439429,-0.3469316331011632,-0.21908291105023509,-0.2936868654620462,0.4311428568644841,-0.970714049153246,-1.0739166989529345,-1.1571754397173706
92,否,-0.15023854674873888,0.03770018440141649,-0.03853995255789141,-0.36307586939095743,-0.8258912303715608,0.10497435536918891,-0.25805170984515113,-1.4062537022653034
93,否,-0.14075510212923406,0.061022559956060735,0.36409612364913496,-0.001965133770365224,-0.7752549900569035,0.1701993518682891,1.5614414494129922,-0.11001323874847344
94,否,-0.06957875476912408,-0.3630083004949558,0.11691433403996744,-0.0004699178877473884,-0.3952134783225053,-1.0156751883828434,0.444438771650414,-0.10464602271871067
95,否,0.12905642945257972,-0.39663080210612595,-0.2687274493154757,-0.11855087495932146,0.6653862643606145,-1.1097062421552737,-1.298257991514334,-0.5285085652264051
96,否,-0.10268320192701753,0.4336116630253179,-0.31458787138919636,-0.08602031974082536,-0.5719725367687701,1.2122082538497958,-1.5054990441042702,-0.41173712141315
97,否,-0.0256868475661801,-0.4171921912576648,-0.06399425844512245,0.26339953187583875,-0.16085547338136807,-1.1672096698092675,-0.37307849997229214,0.8425378301281644
98,是,-0.20934332101743658,0.14070500424939583,0.060374248837606205,0.17944570577925473,-1.1414773568996688,0.39304488224298456,0.18893683248321136,0.5411777881276802
99,否,0.24989203030364163,0.37540079473652366,0.4646904800528752,-0.023196583756943837,1.3105801542132527,1.049411643725313,2.016022531815729,-0.18622549680953696
100,是,0.0920560466232218,0.30910305927790366,-0.10551045246636524,0.6943155106114132,0.4678251089099574,0.8639987318606955,-0.5606881938966014,2.3893506853402076
101,否,0.12801162538685962,-0.45805415901294033,-0.019144951386025802,0.003425674677572033,0.6598076005020496,-1.2814871239879633,-0.170406627744092,-0.09066243205125443
102,否,-0.3107976407499213,0.35174013444112173,0.16476578148684246,0.2885035863646329,-1.6831861474343073,0.983240576317616,0.6606771726163091,0.9326511610729857
103,否,-0.047346453653292195,0.5021480043305127,-0.02898292436688393,0.293319205827841,-0.27650554178500375,1.403881808339072,-0.21486395682464354,0.9499372735846559
104,否,-0.2733401327042184,-0.5499703768959926,0.37362812224589004,-0.03342786916567029,-1.4831842014020165,-1.538546486383779,1.6045160948949249,-0.22295164431049286
105,否,0.3167310018789769,-0.4500547959453387,0.1517048018364509,0.15185854091096418,1.6674625279566815,-1.2591155423771248,0.6016552306409007,0.44215110227040993
106,是,0.019705168570030622,0.013904382677697318,0.08732075803442511,-0.18837826475065286,0.08151226636507719,0.03842534193415762,0.3107068179533883,-0.7791604544695571
107,否,-0.13075163560600053,-0.6976243909035372,-0.33946255961059446,-0.28147221368047487,-0.7218421263588043,-1.9514860912776038,-1.6179065697385147,-1.11332981474632
108,否,0.2340753919106187,-0.3450941296698671,0.32621898969142316,-0.22195581440849982,1.2261282346025317,-0.9655751577657643,1.3902764937597751,-0.8996901818880652
109,否,0.4555616992105564,-0.5484512318101662,0.35407893386869976,-0.0058030619583269525,2.408740073741557,-1.534297938345759,1.5161742481920044,-0.12378983778743075
110,否,-0.04886032489516169,-0.14630793867714204,0.31352343780961967,0.5102011653466546,-0.28458875954863055,-0.40963570892226797,1.332905902382188,1.7284551740618133
111,否,-0.5010099262430229,-0.33298235425412487,0.3988620315797894,0.5733902122984658,-2.6988123661206376,-0.9317025144220908,1.718546923545169,1.9552781162522135
112,是,0.013555101947155881,-0.40682392824298474,0.5680818405966628,-0.09200323360250681,0.04867438266757116,-1.13821305592447,2.483243142069955,-0.43321334538616274
113,否,-0.010655921596871936,0.40610507573409893,0.2555607533336211,0.07590047448811088,-0.08059881453313474,1.1352813963961739,1.070975305179341,0.1694925808930497
114,否,0.03404344300128066,0.45203910103501205,0.16760250842254282,0.11351823588386563,0.158070557041972,1.263743723590156,0.6734962058803236,0.30452502290643535
115,是,0.038560568753827955,0.15019648278622535,-0.08499760023726435,-0.33758975846544087,0.18218945838158412,0.41958941896418966,-0.4679915963653569,-1.3147689443210175
116,否,0.3386673999589905,-0.17608846424874772,0.051812803262751644,0.1797828529471733,1.7845905093373071,-0.49292202217102893,0.1502480696590893,0.5423880091433061
117,否,-0.0030980609340973964,-0.5800421219040094,-0.14269175616320676,0.14767963013896762,-0.04024410544379858,-1.622647244399364,-0.7287087259015824,0.4271505146341021
118,否,0.22189130963447637,0.1264778204739354,-0.08351510010117831,-0.1437513144842848,1.1610721138677311,0.3532561390348909,-0.4612922491990069,-0.6189678791942604
119,否,-0.052461856754817425,0.5370068581714925,-0.07849205070409818,0.3840507912138962,-0.3038189064059594,1.5013705317503454,-0.43859332936375656,1.2756267109100698
120,否,-0.27065459167449624,0.5086175211500552,0.2589722040666384,-0.0077107655563476716,-1.4688449284466814,1.4219749142886289,1.0863914877786358,-0.13063771671271765
121,否,-0.1424177255610095,-0.28145641442565156,0.2118356379858004,-0.02684072955624326,-0.7841324605354054,-0.7876014455986888,0.8733836014934886,-0.19930649599913133
122,是,-0.1439711363711406,0.4719875817798804,0.033504375916989244,0.11505690351815608,-0.7924267972711738,1.3195330484682262,0.06751316267757704,0.31004821302717034
123,否,0.27751951175720274,-0.11007531771110768,-0.058744793508648224,0.25705872408392355,1.4580953078625924,-0.3083050117072405,-0.3493564191501821,0.8197769127127958
124,否,0.06213995877394043,-0.3135644878302902,-0.02872936921304814,-0.35738739308749895,0.3080900891582725,-0.8773971428896268,-0.2137181532189536,-1.3858343892043736
125,否,-0.35202158101646364,-0.1716672038189075,-0.016783893061458395,-0.2316896084796142,-1.903298715156848,-0.4805572141615586,-0.1597371181695177,-0.9346305381110254
126,否,0.22073226879806337,-0.12649095419215456,0.164855901306409,-0.08472537429189263,1.1548834901469365,-0.35421413573699956,0.6610844197680289,-0.4070887946718559
127,否,-0.0025057203611750798,-0.5804092753649225,0.09917866096309652,0.13601519106425944,-0.037081341194938305,-1.6236740516020256,0.3642921137994842,0.3852799291836889
128,否,-0.10103181018401086,0.2128381808044784,-0.20630264825281475,-0.04553251736152582,-0.563155037167355,0.5947775992747768,-1.0161633030017203,-0.26640240121235764
129,否,0.4129294219463226,0.5129235486112012,0.04446577541754779,-0.1455312381628553,2.1811077815391102,1.4340174536697574,0.11704720243636667,-0.6253570802524059
130,否,0.1931864882701525,-0.258508458033484,0.1340177303306755,-0.17629004023417372,1.0078045733156666,-0.7234235760744767,0.5217282009638058,-0.7357686518874271
131,否,-0.06929283142515838,-0.09502041186169587,-0.3185033829273508,0.050203334529534085,-0.39368680908600867,-0.26620140270645715,-1.5231930533589333,0.07725031467042517
132,否,0.2751104066020388,0.004969900460471037,0.09842561673306222,-0.25434819250725793,1.4452320464133437,0.013438540312064188,0.36088914296270863,-1.015965626119838
133,是,-0.0002988730353029055,0.22060069396990803,0.008271784015171557,-0.3814071852802207,-0.02529802236785401,0.6164867897838261,-0.046511712560138994,-1.472055660117196
134,是,-0.0906828821163131,-0.24006463789387178,-0.1468087927383287,-0.26489093124324925,-0.5078976038548579,-0.6718422909168983,-0.7473134171538344,-1.053809764213358
135,否,0.09707761542930864,-0.32434163563183815,-0.017074117238566673,0.09320707059578898,0.494637451368164,-0.9075372727395757,-0.16104862733649136,0.23161621208878744
136,否,-0.10496144926688297,-0.1823785091521983,-0.28040617162466447,-0.16964616716617933,-0.5841370913611371,-0.5105132043319323,-1.351033578716109,-0.7119198535668687
137,是,-0.03927622753137069,0.029416726453758972,-0.4548883172801472,0.19726232663103063,-0.23341509040378608,0.08180825402713177,-2.1395100446689472,0.6051322004259466
138,否,-0.22996202365341703,-0.7976374954845352,0.13543836026822265,-0.06285419619964186,-1.2515695885245193,-2.231189776730895,0.5281479596639063,-0.32858017326729855
139,否,-0.03983384606329759,-0.007474145196717984,0.25021236412806375,0.17145979540783265,-0.2363924585563331,-0.021363353368237532,1.0468061903195038,0.5125116224883064
140,是,-0.20069135135557895,-0.3342493322455427,-0.45088662144395686,0.40386946931318823,-1.0952807234430986,-0.9352458342207556,-2.1214265726960173,1.346767693305865
141,否,0.26703474789487003,0.4116160313020194,0.13279912291942772,0.20152901584807578,1.4021125880939145,1.1506937225025826,0.5162213723917766,0.6204478769285575
142,是,0.04952672418040992,0.48477451844873704,-0.0924120074661453,-0.5430995354580723,0.2407425373299465,1.3552938952784606,-0.5014969477983132,-2.0524653413233396
143,否,0.013261669833419304,-0.16567336468183333,0.14204155508887206,0.9296258513425159,0.04710762083963326,-0.4637944218887114,0.5579874810465925,3.2340189686450316
144,否,-0.017799695154478455,-0.29052044603218297,0.14680521147602263,0.018003328224001386,-0.11874253225701663,-0.8129505541583448,0.5795142162838498,-0.03833459317507952
145,否,-0.008033951271244559,0.07962412675973192,-0.1918667304120028,-0.2025316865409548,-0.0665989732483231,0.22222180244604026,-0.9509280811447884,-0.8299654741272556
146,否,0.1313710906125785,0.29434621811684786,0.2577015250517399,-0.30437120255423744,0.6777452481947842,0.8227287115399751,1.0806493501217211,-1.1955278582378304
147,否,-0.33115442700430403,-0.6335224923219208,0.37291147323346263,0.04682067164349564,-1.7918798934483862,-1.7722142113280064,1.6012775923047338,0.06510793263964954
148,否,0.2157514113815137,0.7030326177890608,0.24005512849462318,0.06515505744116837,1.1282885235249223,1.9656898531009497,1.0009061285910172,0.13092091021238403
149,否,0.0441996566856088,0.2240116325985213,0.3070747721081223,-0.14053949163027007,0.2122990043457012,0.6260260607551164,1.303764690693586,-0.6074387432967439
150,是,-0.4894467427415881,-0.2819279645729768,-0.10039562914417133,-0.03007224397035533,-2.6370714943094726,-0.788920215920193,-0.5375745520858246,-0.21090631657719083
151,否,0.007079817777128556,-0.2141804130504113,0.05276338675749,0.1309304636142813,0.014100020872403026,-0.5994526464383179,0.154543710979344,0.3670278286049307
152,否,-0.16405681994225602,-0.5224731521081694,0.35444289729684564,-0.22542390235238624,-0.8996730080097642,-1.4616458127659238,1.517818981505447,-0.9121392050836085
153,是,0.1340869750167453,0.01634966372324127,-0.06335185676771991,0.40431103701816984,0.6922465376390621,0.045263986962457925,-0.37017551753579314,1.3483527415199419
154,否,0.12551889127657004,0.12023779384299153,0.040080886363860535,-0.03392056482133413,0.6464978076458165,0.3358048414942954,0.09723209865220496,-0.22472022104353534
155,否,0.22194483294345718,0.5190965833590244,0.2142332563649521,-0.13057831890359742,1.1613578981206822,1.4512813969962945,0.8842183242050595,-0.5716821903097407
156,否,-0.03190544389066273,-0.0189089454087638,0.23883711981297634,0.35297420445907046,-0.19405926699647635,-0.053342720223518214,0.995402005649401,1.1640744216922825
157,否,-0.3298857967777441,-0.08815091790982187,-0.4103564477374035,0.021419848769303883,-1.7851061242537618,-0.2469896925651912,-1.9382726573854072,-0.02607067593748538
158,是,0.10894985031378497,-0.0759699999876703,0.11922949270269322,0.1776242668017591,0.5580284830873741,-0.21292368042304682,0.4549008628497651,0.5346395640552251
159,否,0.0037170880729494593,0.14838029014357532,-0.26453590532321003,0.2514084851123758,-0.0038550572923219356,0.4145101268277181,-1.2793166048097417,0.7994948560996823
160,否,-0.060192562938906596,0.07349894840061161,0.19067885998594103,-0.4454346471407789,-0.34509651299781263,0.2050916976634496,0.7777771342208086,-1.7018881703506672
161,否,0.0055716765311054645,-0.2870941780935235,0.121485279212554,0.4237504458572833,0.0060473980516816276,-0.8033684121599693,0.465094654131717,1.418132301744871
162,是,-0.20420867077201305,-1.0435667433216977,0.2693814077808965,-0.03480895652317785,-1.1140612233964233,-2.9189728154535963,1.133430181205796,-0.22790918541869673
163,否,0.08786762524993796,0.1779376747598799,0.27823805378195093,-0.041462977197989435,0.44546130338296086,0.4971723883801062,1.1734529406283865,-0.25179440951469423
164,否,0.20582738932888395,-0.40045874143520854,-0.027599390942255636,-0.6411112559189527,1.0752998484488443,-1.12041172662675,-0.20861183549108026,-2.4042874984296785
165,否,-0.037000202125518765,0.1707400517548129,-0.14924041416750228,-0.2017219875187421,-0.2212623996846409,0.4770430094406674,-0.7583017980211563,-0.8270589844211039
166,否,-0.27231540390988085,-0.043949769372605384,0.3325478687666186,-0.3889323700018326,-1.4777127281589812,-0.12337365045827772,1.418876395416797,-1.4990680083234278
167,是,-0.3108387202367027,0.2772284374536375,0.285205788848579,-0.10716778715929821,-1.6834054887019718,0.7748559216856874,1.2049398019366966,-0.4876479162601065
168,否,-0.10317871483719487,0.058763460315561865,0.20630519579072593,0.007389702664814402,-0.5746182959633934,0.16388139485754563,0.8483917978866089,-0.07643318609226576
169,否,0.22656966086017924,-0.49413171096971237,-0.12472675168778671,0.26577608873269504,1.1860518682128809,-1.382384144300629,-0.6475257304358167,0.8510687012926876
170,否,0.11251538070543507,0.09661485007721413,-0.2581424928308538,0.3625289651438519,0.5770664024304657,0.2697392547871794,-1.2504250797289727,1.1983721209770977
171,否,-0.205832778409204,-0.10708386258616814,-0.19857453818205337,-0.007722435983999452,-1.1227330412762397,-0.2999388978182742,-0.9812403434393131,-0.13067960879472065
172,否,-0.012623877423528947,0.11536336609270384,-0.09388856769729413,-0.08439440875021827,-0.09110658762249113,0.32217267387043086,-0.5081694528185204,-0.40590076317672247
173,否,-0.0034922736823527617,0.30163404212335587,-0.21707131067731877,0.1559320434420725,-0.042348978963564286,0.8431103529468208,-1.0648263731377177,0.45677331725381776
